"","team","opp","wprob"
"196","13","04","0.208333333333333"
"197","13","05","0.214285714285714"
"198","13","06","0.5"
"199","13","07","0.5"
"200","13","08","0"
"201","13","09","0"
"202","13","10","0.5"
"203","13","11","0.5"
"204","13","12","0.272727272727273"
"205","13","13","0.5"
"206","13","14","0.5"
"207","13","15","0.5"
"208","13","16","0.5"
"209","14","01","0.5"
"210","14","02","0.5"
"211","14","03","0.15"
"212","14","04","0.5"
"213","14","05","0.5"
"214","14","06","0.142857142857143"
"215","14","07","0"
"216","14","08","0.5"
"217","14","09","0.5"
"218","14","10","0"
"219","14","11","0"
"220","14","12","0.5"
"221","14","13","0.5"
"222","14","14","0.5"
"223","14","15","0.5"
"224","14","16","0.5"
"225","15","01","0.5"
"226","15","02","0.0583333333333333"
"227","15","03","0"
"228","15","04","0.5"
"229","15","05","0.5"
"230","15","06","0.5"
"231","15","07","0.333333333333333"
"232","15","08","0.5"
"233","15","09","0.5"
"234","15","10","0"
"235","15","11","0.5"
"236","15","12","0.5"
"237","15","13","0.5"
"238","15","14","0.5"
"239","15","15","0.5"
"240","15","16","0.5"
"241","16","01","0"
"242","16","02","0.5"
"243","16","03","0.5"
"244","16","04","0.5"
"245","16","05","0.5"
"246","16","06","0.5"
"247","16","07","0.5"
"248","16","08","0.5"
"249","16","09","0.5"
"250","16","10","0.5"
"251","16","11","0.5"
"252","16","12","0.5"
"253","16","13","0.5"
"254","16","14","0.5"
"255","16","15","0.5"
"256","16","16","0.5"
